sector,price,bedRoom,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sector 28,7.0,4.0,2488.0,1260000.0000000002,-5072996.0,-35.54
sector 77,0.99,2.0,1126.0,178200.00000000003,-767503.0,-37.1
sector 48,1.86,3.0,2199.0,334800.00000000006,-1432801.0,-36.95
sector 84,2.2,4.0,3108.0,396000.00000000006,-1716307.0,-37.24
sohna road,0.32,2.0,744.000768,57600.00000000001,-276475.0,-39.66
sector 43,8.49,3.0,2700.0,1528200.0000000002,-6134382.0,-35.47
sector 4,0.75,2.0,640.0,135000.00000000003,-574853.0,-36.83
sector 71,1.4,3.0,1958.0,252000.00000000003,-1096698.0,-37.34
sector 79,0.9,2.0,1295.0,162000.00000000003,-712119.0,-37.58
sector 108,2.1,2.0,1250.0,378000.00000000006,-1556572.0,-36.06
sector 77,1.65,4.0,1765.0,297000.00000000006,-1263812.0,-36.82
sector 70a,4.6,4.0,2610.0,828000.0000000001,-3385627.0,-35.89
sector 47,1.8,4.0,2857.0,324000.00000000006,-1422055.0,-37.54
sector 54,3.75,4.0,1440.0,675000.0000000001,-2729784.0,-35.64
sector 104,0.9,2.0,1259.0,162000.00000000003,-710391.0,-37.52
sector 65,1.42,2.0,1010.0,255600.00000000003,-1065305.0,-36.34
sector 37,1.05,3.0,1738.0,189000.00000000003,-839210.0,-37.81
sector 106,1.2,3.0,1186.0,216000.00000000003,-918540.0,-36.8
sector 113,3.05,3.0,2150.0,549000.0000000001,-2270006.0,-36.15
sector 66,4.6,3.0,2882.0,828000.0000000001,-3398683.0,-35.98
manesar,1.5,4.0,2135.0,270000.00000000006,-1175745.0,-37.36
dwarka expressway,0.85,1.0,600.0,153000.00000000003,-643484.0,-36.54
sector 33,8.0,6.0,4500.0,1440000.0000000002,-5875082.0,-35.84
sector 70,1.8,3.0,1765.0,324000.00000000006,-1369639.0,-36.66
sector 14,3.4,3.0,2250.0,612000.0000000001,-2521735.0,-36.07
sector 104,2.63,4.0,2953.0,473400.00000000006,-2012236.0,-36.79
sector 28,1.35,2.0,1109.0,243000.00000000003,-1020671.0,-36.51
sector 61,3.6,4.0,2580.0,648000.0000000001,-2678677.0,-36.15
sector 23,0.55,2.0,995.0,99000.00000000001,-450791.0,-38.41
sector 5,0.3,2.0,750.0,54000.00000000001,-262653.0,-39.98
sector 107,1.01,2.0,1200.0,181800.00000000003,-785165.0,-37.16
sector 92,1.9,4.0,1920.0,342000.00000000006,-1447630.0,-36.69
sector 83,1.25,3.0,1654.0,225000.00000000003,-976280.0,-37.27
sector 60,3.8,4.0,2791.0,684000.0000000001,-2829907.0,-36.17
sector 4,1.9,4.0,211.0,342000.00000000006,-1365598.0,-35.35
sector 68,1.08,2.0,1130.0,194400.00000000003,-831191.0,-36.93
sector 111,9.0,5.0,8000.0,1620000.0000000002,-6748593.0,-36.32
sector 50,12.0,3.0,3240.0,2160000.0000000005,-8636644.0,-35.38
sector 106,1.42,4.0,2131.0,255600.00000000003,-1119113.0,-37.48
sector 38,8.0,10.0,3123.0,1440000.0000000002,-5808986.0,-35.58
sector 67,2.32,3.0,1764.0,417600.00000000006,-1736456.0,-36.28
sector 10,2.3,6.0,3951.0,414000.00000000006,-1827322.0,-37.67
sohna road,0.91,3.0,1599.0,163800.00000000003,-733766.0,-38.02
sector 25,10.75,9.0,3600.0,1935000.0000000002,-7772036.0,-35.48
sohna road,0.21,1.0,500.0,37800.00000000001,-187157.0,-40.41
sector 4,5.0,3.0,4950.0,900000.0000000001,-3780152.0,-36.51
sector 56,2.05,4.0,2667.0,369000.00000000006,-1589312.0,-37.1
sector 83,1.33,4.0,2193.0,239400.00000000003,-1058593.0,-37.71
sector 2,2.95,4.0,1845.0,531000.0000000001,-2184815.0,-36.04
sector 85,1.85,3.0,2179.0,333000.00000000006,-1424786.0,-36.94
sector 71,0.95,2.0,1200.0,171000.00000000003,-742835.0,-37.3
sector 70,1.15,2.0,1222.0,207000.00000000003,-884993.0,-36.93
sector 39,1.7,2.0,900.0,306000.00000000006,-1257568.0,-36.01
sector 67a,1.62,3.0,1346.0,291600.00000000006,-1222535.0,-36.47
sector 22,2.4,2.0,1200.0,432000.00000000006,-1765825.0,-35.89
sector 90,1.21,3.0,1929.0,217800.00000000003,-961259.0,-37.67
sector 85,1.3,2.0,1406.0,234000.00000000003,-999651.0,-36.91
sector 89,1.3,3.0,2122.0,234000.00000000003,-1034019.0,-37.7
sector 70,1.67,3.0,1527.0,300600.00000000006,-1266498.0,-36.59
sector 82,1.0,2.0,1299.0,180000.00000000003,-782862.0,-37.33
gwal pahari,5.9,4.0,4842.0,1062000.0000000002,-4409927.0,-36.25
sector 109,6.0,4.0,2430.0,1080000.0000000002,-4364702.0,-35.63
manesar,0.9,3.0,2321.0,162000.00000000003,-761367.0,-39.16
sector 90,1.54,4.0,2200.0,277200.00000000006,-1207086.0,-37.35
sector 69,2.95,4.0,1800.0,531000.0000000001,-2182655.0,-36.02
sector 23,4.0,3.0,2430.0,720000.0000000001,-2953681.0,-35.97
sector 68,1.9,3.0,2288.0,342000.00000000006,-1465294.0,-36.98
sector 81,1.35,3.0,1989.0,243000.00000000003,-1062911.0,-37.46
sohna road,1.1,2.0,1319.0,198000.00000000003,-854373.0,-37.14
sector 82,1.38,4.0,2294.0,248400.0,-1098716.0,-37.72
sector 86,1.35,3.0,1746.0,243000.00000000003,-1051247.0,-37.2
sector 108,1.02,2.0,1283.0,183600.00000000003,-796205.0,-37.26
sector 86,1.54,4.0,2139.0,277200.00000000006,-1204158.0,-37.3
sector 90,1.65,4.0,1900.0,297000.00000000006,-1270292.0,-36.94
sector 51,1.7,3.0,1773.0,306000.00000000006,-1299472.0,-36.77
sector 2,4.99,4.0,2642.0,898200.0000000001,-3662312.0,-35.83
sector 83,1.15,3.0,1588.0,207000.00000000003,-902561.0,-37.39
sector 37d,1.35,3.0,1600.0,243000.00000000003,-1044239.0,-37.05
sector 61,1.7,2.0,1244.0,306000.00000000006,-1274080.0,-36.31
sohna road,0.36,2.0,522.0,64800.00000000001,-294040.0,-38.32
dwarka expressway,1.08,3.0,1758.0,194400.00000000003,-861335.0,-37.76
sector 65,5.0,3.0,2800.0,900000.0000000001,-3676952.0,-35.87
sohna road,0.83,3.0,1244.0,149400.00000000003,-660286.0,-37.7
sector 61,2.1,3.0,1592.0,378000.00000000006,-1572988.0,-36.3
sector 79,1.25,3.0,1154.0,225000.00000000003,-952280.0,-36.69
sector 104,2.65,4.0,2898.0,477000.00000000006,-2023706.0,-36.75
sector 85,1.1,2.0,1173.0,198000.00000000003,-847365.0,-36.95
sector 70a,4.02,4.0,5500.0,723600.0,-3115151.0,-37.09
sector 57,3.75,3.0,1620.0,675000.0000000001,-2738424.0,-35.71
sector 84,0.85,2.0,1158.0,153000.00000000003,-670268.0,-37.5
sector 6,0.5,3.0,600.0,90000.00000000001,-396555.0,-37.63
sector 92,0.79,3.0,1175.0,142200.00000000003,-628753.0,-37.71
sector 88a,1.75,3.0,1306.0,315000.00000000006,-1312331.0,-36.33
sector 85,2.2,4.0,2545.0,396000.00000000006,-1689283.0,-36.87
sector 9,0.35,2.0,360.0,63000.00000000001,-279209.0,-37.77
sector 84,0.36,2.0,531.0,64800.00000000001,-294472.0,-38.36
sector 28,6.2,3.0,2000.0,1116000.0000000002,-4485164.0,-35.5
sector 57,8.0,5.0,2700.0,1440000.0000000002,-5788682.0,-35.5
sector 72,3.2,4.0,2600.0,576000.0000000001,-2397433.0,-36.3
sector 106,1.05,2.0,1539.0,189000.00000000003,-829658.0,-37.54
sector 37d,1.72,3.0,1373.0,309600.00000000006,-1294382.0,-36.41
sector 86,1.55,3.0,1500.0,279000.00000000006,-1180541.0,-36.69
sector 89,1.7,3.0,1944.0,306000.00000000006,-1307680.0,-36.92
sector 95,0.37,3.0,716.0,66600.00000000001,-310407.0,-38.96
sector 106,0.46,1.0,778.0,82800.00000000001,-376879.0,-38.4
sector 37d,0.68,2.0,644.0,122400.00000000003,-525659.0,-37.03
sohna road,0.95,2.0,1131.0,171000.00000000003,-739523.0,-37.19
sector 90,1.19,3.0,1562.0,214200.00000000003,-929533.0,-37.27
sohna road,0.32,2.0,577.0,57600.00000000001,-268459.0,-38.96
sector 89,0.97,2.0,1103.0,174600.00000000003,-752289.0,-37.11
sector 50,6.5,5.0,3000.0,1170000.0000000002,-4744817.0,-35.7
sector 108,0.85,3.0,1500.0,153000.00000000003,-686684.0,-38.06
sector 82,0.94,2.0,1299.0,169200.00000000003,-740532.0,-37.47
sector 84,0.73,2.0,1026.0,131400.00000000003,-579271.0,-37.64
sector 7,2.25,3.0,1440.0,405000.00000000006,-1671518.0,-36.11
sector 37d,1.8,4.0,1983.0,324000.00000000006,-1380103.0,-36.84
sector 33,1.15,2.0,103.0,207000.00000000003,-831281.0,-35.48
sector 69,1.0,4.0,1826.0,180000.00000000003,-808158.0,-38.07
sector 102,1.9,3.0,1605.0,342000.00000000006,-1432510.0,-36.45
sohna road,0.42,2.0,564.0,75600.00000000001,-338386.0,-38.0
sector 107,0.25,1.0,318.0,45000.00000000001,-206642.0,-38.61
sector 2,5.6,8.0,3240.0,1008000.0000000001,-4121378.0,-35.89
sector 26,5.8,4.0,1800.0,1044000.0000000001,-4193360.0,-35.48
sector 6,0.38,2.0,944.0,68400.00000000001,-328406.0,-39.67
sector 65,1.9,2.0,1358.0,342000.00000000006,-1420654.0,-36.26
sector 92,1.25,4.0,2040.0,225000.00000000003,-994808.0,-37.71
sector 89,1.2,3.0,1064.0,216000.00000000003,-912684.0,-36.65
sector 102,1.95,3.0,2334.0,351000.00000000006,-1502777.0,-36.96
sector 81,2.3,3.0,1893.0,414000.00000000006,-1728538.0,-36.38
sector 70a,1.18,2.0,1400.0,212400.00000000003,-914702.0,-37.1
sector 104,1.25,3.0,1669.0,225000.00000000003,-977000.0,-37.29
sector 81,2.26,3.0,1900.0,406800.0,-1700653.0,-36.41
sector 102,2.4,4.0,1957.0,432000.00000000006,-1802161.0,-36.36
manesar,0.75,3.0,1502.0,135000.00000000003,-616229.0,-38.46
sector 108,2.15,3.0,4600.0,387000.00000000006,-1752647.0,-38.28
sector 90,1.25,4.0,2861.0,225000.00000000003,-1034216.0,-38.63
sector 70,1.65,3.0,1765.0,297000.00000000006,-1263812.0,-36.82
sector 37d,0.9,3.0,1185.0,162000.00000000003,-706839.0,-37.4
sector 85,1.14,2.0,1604.0,205200.0,-896274.0,-37.43
sector 26,15.0,4.0,4500.0,2700000.0000000005,-10813655.0,-35.42
sector 79,1.72,3.0,2050.0,309600.00000000006,-1326878.0,-36.98
sector 71,0.55,2.0,600.0,99000.00000000001,-431831.0,-37.39
sector 21,1.6,5.0,120.0,288000.00000000006,-1149576.0,-35.34
sector 61,1.9,3.0,1137.0,342000.00000000006,-1410046.0,-36.08
sector 84,0.84,3.0,1561.0,151200.00000000003,-682557.0,-38.2
sector 103,2.0,4.0,2416.0,360000.00000000006,-1541989.0,-36.97
sector 3,0.8,3.0,1000.0,144000.00000000003,-627408.0,-37.37
sector 102,2.61,3.0,2200.0,469800.00000000006,-1961982.0,-36.38
sector 95,0.4,2.0,661.0,72000.00000000001,-328932.0,-38.48
sector 92,0.78,2.0,846.0,140400.00000000003,-605906.0,-37.14
sector 2,2.9,4.0,1557.0,522000.00000000006,-2135716.0,-35.91
sector 66,1.32,2.0,1048.0,237600.00000000003,-996578.0,-36.48
sector 113,2.35,3.0,1930.0,423000.00000000006,-1765589.0,-36.37
sector 91,0.87,2.0,1148.0,156600.00000000003,-683898.0,-37.42
sector 56,0.6,1.0,543.0,108000.00000000001,-464370.0,-37.06
sector 108,2.33,3.0,1711.0,419400.00000000006,-1740967.0,-36.24
sector 112,5.6,4.0,3655.35,1008000.0000000001,-4141315.0,-36.0
sector 108,0.7,2.0,1505.0,126000.00000000001,-581097.0,-38.71
sector 111,3.7,4.0,2650.0,666000.0000000001,-2752588.0,-36.14
sector 80,1.4,3.0,1922.0,252000.00000000003,-1094970.0,-37.3
sector 77,1.09,3.0,1833.0,196200.00000000003,-871990.0,-37.83
sector 85,1.08,2.0,1200.0,194400.00000000003,-834551.0,-37.02
sector 109,1.3,3.0,1701.0,234000.00000000003,-1013811.0,-37.24
sector 77,0.92,3.0,1602.0,165600.00000000003,-740965.0,-37.99
sector 41,1.65,1.0,1200.0,297000.00000000006,-1236692.0,-36.31
sector 67a,0.56,2.0,778.0,100800.00000000003,-447430.0,-37.8
sector 60,3.0,3.0,2400.0,540000.0000000001,-2246731.0,-36.29
sector 33,1.2,2.0,1492.0,216000.00000000003,-933228.0,-37.17
sector 37,1.2,3.0,1647.0,216000.00000000003,-940668.0,-37.36
sector 72,4.0,4.0,2701.0,720000.0000000001,-2966689.0,-36.07
sector 7,0.45,3.0,900.0,81000.00000000001,-375680.0,-38.84
sector 84,0.9,3.0,1833.0,162000.00000000003,-737943.0,-38.41
sector 106,1.2,3.0,1145.0,216000.00000000003,-916572.0,-36.75
sector 109,1.6,4.0,3008.0,288000.00000000006,-1288200.0,-37.98
sector 48,15.0,5.0,7444.0,2700000.0000000005,-10954967.0,-35.72
sector 2,1.02,2.0,1281.0,183600.00000000003,-796109.0,-37.26
sector 102,1.55,3.0,1315.0,279000.00000000006,-1171661.0,-36.51
sector 85,1.25,2.0,1730.0,225000.00000000003,-979928.0,-37.36
sector 68,1.7,4.0,1809.0,306000.00000000006,-1301200.0,-36.8
sector 89,0.9,2.0,1105.0,162000.00000000003,-702999.0,-37.27
sector 67,2.9,3.0,2047.0,522000.00000000006,-2159236.0,-36.16
sector 38,2.1,2.0,900.0,378000.00000000006,-1539772.0,-35.81
sector 86,1.3,3.0,1747.0,234000.00000000003,-1016019.0,-37.29
sector 108,0.9,2.0,1161.0,162000.00000000003,-705687.0,-37.36
sector 85,0.9,4.0,1575.0,162000.00000000003,-725559.0,-38.02
sector 52,1.45,3.0,1800.0,261000.00000000003,-1124390.0,-37.1
sector 83,1.05,3.0,1468.0,189000.00000000003,-826250.0,-37.45
sector 113,3.72,5.0,2956.0,669600.0000000001,-2781386.0,-36.26
sector 81,4.4,4.0,3700.0,792000.0000000001,-3296845.0,-36.31
sohna road,0.3,2.0,743.0,54000.00000000001,-262317.0,-39.95
sector 7,1.95,2.0,1440.0,351000.00000000006,-1459865.0,-36.29
sector 50,3.1,3.0,2450.0,558000.0000000001,-2319682.0,-36.28
sector 82a,3.85,5.0,5140.0,693000.0000000001,-2977935.0,-37.04
sector 107,0.51,3.0,717.0,91800.00000000001,-409226.0,-37.9
sector 85,2.1,4.0,2545.0,378000.00000000006,-1618732.0,-36.96
sector 79,1.25,3.0,1656.0,225000.00000000003,-976376.0,-37.27
sohna road,0.99,2.0,1045.0,178200.00000000003,-763615.0,-36.98
sector 88a,1.15,2.0,1380.0,207000.00000000003,-892577.0,-37.13
sector 53,6.02,3.0,2892.0,1083600.0,-4400988.0,-35.74
sector 2,0.4,2.0,583.0,72000.00000000001,-325188.0,-38.21
sector 12,0.38,3.0,900.0,68400.00000000001,-326294.0,-39.51
sector 37,1.05,3.0,1500.0,189000.00000000003,-827786.0,-37.49
sector 88a,1.38,3.0,2296.0,248400.0,-1098812.0,-37.72
sector 76,1.08,3.0,1774.0,194400.00000000003,-862103.0,-37.78
sector 12,0.53,3.0,995.0,95400.00000000001,-436680.0,-38.53
sector 83,1.05,3.0,1618.0,189000.00000000003,-833450.0,-37.65
sector 92,1.07,4.0,2040.0,192600.00000000003,-867816.0,-38.16
sector 108,1.2,3.0,1550.0,216000.00000000003,-936012.0,-37.24
sector 90,1.29,3.0,1817.0,232200.00000000003,-1012324.0,-37.38
sector 70a,1.68,3.0,1900.0,302400.00000000006,-1291457.0,-36.9
sector 81,0.31,1.0,366.0,55800.00000000001,-251276.0,-38.14
sector 81,2.22,3.0,2407.0,399600.0000000001,-1696769.0,-36.77
sector 83,1.18,3.0,1618.0,212400.00000000003,-925166.0,-37.36
sector 104,0.62,3.0,900.0,111600.00000000001,-495616.0,-37.82
sector 108,1.2,3.0,1275.53,216000.00000000003,-922838.0,-36.91
sohna road,0.26,2.0,640.0,46800.00000000001,-229153.0,-40.14
sector 99,1.15,2.0,1235.0,207000.00000000003,-885617.0,-36.94
sector 106,3.9,3.0,2450.0,702000.0000000001,-2884090.0,-36.0
sector 102,1.95,3.0,1465.0,351000.00000000006,-1461065.0,-36.31
sector 92,0.82,3.0,1221.18,147600.0,-652135.0,-37.7
sector 65,4.7,3.0,2380.0,846000.0000000001,-3445138.0,-35.8
sector 95,0.38,2.0,716.0,68400.00000000001,-317462.0,-38.86
sector 109,5.9,4.0,2430.0,1062000.0000000002,-4294151.0,-35.64
sector 67,3.4,3.0,2134.0,612000.0000000001,-2516167.0,-36.02
sector 107,0.3,2.0,544.0,54000.00000000001,-252765.0,-39.06
sector 85,1.25,2.0,1426.0,225000.00000000003,-965336.0,-37.01
sector 84,0.6,2.0,1086.0,108000.00000000001,-490434.0,-38.34
sector 43,7.85,9.0,2700.0,1413000.0000000002,-5682856.0,-35.51
sector 107,0.35,2.0,608.0,63000.00000000001,-291113.0,-38.75
sector 33,1.25,2.0,1385.0,225000.00000000003,-963368.0,-36.96
sector 69,1.55,3.0,1428.0,279000.00000000006,-1177085.0,-36.62
sector 7,1.75,4.0,1575.0,315000.00000000006,-1325243.0,-36.55
sector 69,1.66,4.0,1783.0,298800.00000000006,-1271731.0,-36.82
sector 85,2.2,4.0,2390.0,396000.00000000006,-1681843.0,-36.77
sector 107,1.32,3.0,1758.0,237600.00000000003,-1030658.0,-37.26
sector 86,2.2,3.0,1747.0,396000.00000000006,-1650979.0,-36.34
sector 82a,0.75,2.0,1000.0,135000.00000000003,-592133.0,-37.52
sector 90,0.85,3.0,1679.0,153000.00000000003,-695276.0,-38.36
sector 52,0.29,1.0,278.0,52200.00000000001,-232942.0,-37.93
sector 105,0.42,3.0,1111.0,75600.00000000001,-364642.0,-39.78
sector 74,1.47,2.0,1281.0,264600.00000000006,-1113588.0,-36.56
sector 55,1.64,3.0,1620.0,295200.0,-1249797.0,-36.7
sector 79,1.45,2.0,1578.0,261000.00000000003,-1113734.0,-36.88
sector 85,1.18,2.0,1420.0,212400.00000000003,-915662.0,-37.12
sector 71,1.2,3.0,1466.0,216000.00000000003,-931980.0,-37.14
sector 109,1.68,3.0,1579.0,302400.00000000006,-1276049.0,-36.62
sector 92,0.8,4.0,1893.0,144000.00000000003,-670272.0,-38.93
sector 79,1.9,3.0,1946.0,342000.00000000006,-1448878.0,-36.71
sector 12,2.0,5.0,1350.0,360000.00000000006,-1490821.0,-36.19
sector 86,1.55,3.0,1900.0,279000.00000000006,-1199741.0,-37.06
sector 105,1.3,3.0,1125.0,234000.00000000003,-986163.0,-36.59
sector 37,0.55,1.0,669.0,99000.00000000001,-435143.0,-37.57
sector 84,1.35,3.0,1750.0,243000.00000000003,-1051439.0,-37.21
sector 63a,3.5,3.0,1350.0,630000.0000000001,-2549086.0,-35.65
sector 45,2.25,4.0,3194.0,405000.00000000006,-1755710.0,-37.25
sector 4,0.67,3.0,76.0,120600.00000000001,-491340.0,-35.81
sector 65,2.5,3.0,1493.0,450000.00000000006,-1850440.0,-36.02
sector 70,2.0,4.0,2172.0,360000.00000000006,-1530277.0,-36.79
sector 66,2.7,4.0,2501.0,486000.00000000006,-2039926.0,-36.5
sector 79,2.69,3.0,2152.0,484200.00000000006,-2016119.0,-36.31
sector 72,3.3,3.0,2185.0,594000.0000000001,-2448064.0,-36.08
sector 109,1.8,3.0,2000.0,324000.00000000006,-1380919.0,-36.85
sector 86,1.72,3.0,1746.0,309600.00000000006,-1312286.0,-36.73
sector 85,1.15,2.0,1380.0,207000.00000000003,-892577.0,-37.13
sector 2,0.95,2.0,1100.0,171000.00000000003,-738035.0,-37.15
sector 108,1.6,3.0,1500.29,288000.00000000006,-1215830.0,-36.63
sector 70a,1.27,2.0,1449.0,228600.00000000003,-980550.0,-37.0
sector 70,1.66,3.0,1527.0,298800.00000000006,-1259443.0,-36.6
sector 66,3.0,4.0,2100.0,540000.0000000001,-2232331.0,-36.15
sector 113,1.65,3.0,1420.0,297000.00000000006,-1247252.0,-36.51
sector 70,1.3,3.0,1865.0,234000.00000000003,-1021683.0,-37.42
sector 79,1.25,3.0,1212.0,225000.00000000003,-955064.0,-36.76
sohna road,0.45,2.0,590.0,81000.00000000001,-360800.0,-37.89
sector 56,1.35,3.0,1275.0,243000.00000000003,-1028639.0,-36.7
sector 85,1.17,2.0,1660.0,210600.00000000003,-920127.0,-37.43
sector 7,1.35,4.0,330.0,243000.00000000003,-983279.0,-35.65
sohna road,6.25,3.0,9000.0,1125000.0000000002,-4856439.0,-37.15
sector 81,0.6,2.0,1000.0,108000.00000000001,-486306.0,-38.14
sector 86,0.67,2.0,1231.0,120600.00000000001,-546780.0,-38.3
sector 104,1.5,2.0,1403.0,270000.00000000006,-1140609.0,-36.65
sector 66,8.8,4.0,2115.0,1584000.0000000002,-6325011.0,-35.35
sector 54,1.55,3.0,2000.0,279000.00000000006,-1204541.0,-37.15
sector 74,1.52,2.0,1250.0,273600.00000000006,-1147376.0,-36.48
sector 89,1.14,3.0,1581.0,205200.0,-895170.0,-37.4
sector 69,1.7,4.0,1819.0,306000.00000000006,-1301680.0,-36.81
sector 110,3.4,4.0,3000.0,612000.0000000001,-2557735.0,-36.4
sector 50,6.8,4.0,2160.0,1224000.0000000002,-4916150.0,-35.48
sector 103,1.9,3.0,3716.0,342000.00000000006,-1533838.0,-38.05
sector 5,1.0,1.0,1500.0,180000.00000000003,-792510.0,-37.61
gwal pahari,0.56,2.0,1028.0,100800.00000000003,-459430.0,-38.43
sohna road,0.55,2.0,828.0,99000.00000000001,-442775.0,-37.98
sector 81,2.25,3.0,2090.0,405000.00000000006,-1702718.0,-36.54
sector 109,5.5,4.0,2430.0,990000.0000000001,-4011947.0,-35.69
sector 28,6.0,4.0,2700.0,1080000.0000000002,-4377662.0,-35.69
sector 48,8.2,3.0,3240.0,1476000.0000000002,-5955704.0,-35.59
sector 37,1.44,3.0,2211.0,259200.00000000003,-1137063.0,-37.53
sector 109,1.87,3.0,2150.0,336600.00000000006,-1437504.0,-36.9
sector 69,2.06,3.0,1640.0,370800.00000000006,-1547071.0,-36.36
sector 109,1.8,3.0,1910.0,324000.00000000006,-1376599.0,-36.78
sector 84,0.89,3.0,1833.0,160200.00000000003,-730888.0,-38.45
sector 49,2.51,3.0,2061.0,451800.0,-1884759.0,-36.36
sector 33,1.25,2.0,1539.0,225000.00000000003,-970760.0,-37.14
sector 85,0.9,3.0,1436.0,162000.00000000003,-718887.0,-37.8
sector 111,3.65,4.0,2670.0,657000.0000000001,-2718273.0,-36.17
manesar,0.9,3.0,2070.0,162000.00000000003,-749319.0,-38.78
sector 69,2.0,4.0,1819.0,360000.00000000006,-1513333.0,-36.53
sector 90,1.65,4.0,2139.0,297000.00000000006,-1281764.0,-37.15
sector 14,4.5,5.0,2778.0,810000.0000000001,-3323140.0,-35.97
sector 37d,1.6,4.0,2000.0,288000.00000000006,-1239816.0,-37.09
sector 76,1.92,3.0,1628.0,345600.00000000006,-1447724.0,-36.45
sector 65,2.8,4.0,2194.0,504000.00000000006,-2095741.0,-36.28
sector 37,0.95,2.0,1578.0,171000.00000000003,-760979.0,-37.86
sector 13,1.5,2.0,1426.0,270000.00000000006,-1141713.0,-36.67
sector 12,0.9,2.0,675.0,162000.00000000003,-682359.0,-36.58
sector 57,4.6,6.0,2700.0,828000.0000000001,-3389947.0,-35.92
sector 54,3.85,3.0,2119.0,693000.0000000001,-2832927.0,-35.89
sector 109,2.22,3.0,1896.0,399600.0000000001,-1672241.0,-36.43
sohna road,0.38,2.0,750.0,68400.00000000001,-319094.0,-38.98
sohna road,0.25,2.0,681.0,45000.00000000001,-224066.0,-40.54
sohna road,0.32,2.0,644.0,57600.00000000001,-271675.0,-39.24
sector 47,1.15,3.0,275.0,207000.00000000003,-839537.0,-35.71
sector 62,9.95,4.0,3933.0,1791000.0000000002,-7223612.0,-35.58
sector 77,1.08,3.0,1810.0,194400.00000000003,-863831.0,-37.83
sector 50,10.56,5.0,3240.0,1900800.0000000002,-7620709.0,-35.44
sector 90,0.7,2.0,1224.0,126000.00000000001,-567609.0,-38.15
sector 82,0.67,2.0,1150.0,120600.00000000001,-542892.0,-38.14
sector 56,2.45,4.0,2900.0,441000.00000000006,-1882700.0,-36.89
sector 81,2.4,3.0,1903.0,432000.00000000006,-1799569.0,-36.32
sector 33,1.55,3.0,1444.0,279000.00000000006,-1177853.0,-36.63
sector 86,1.5,3.0,1780.0,270000.00000000006,-1158705.0,-37.01
sector 70,1.65,3.0,1586.0,297000.00000000006,-1255220.0,-36.66
sohna road,0.26,2.0,640.0,46800.00000000001,-229153.0,-40.14
sector 24,4.25,3.0,3201.0,765000.0000000001,-3167067.0,-36.18
sector 67a,0.53,2.0,657.0,95400.00000000001,-420456.0,-37.64
sector 104,2.23,3.0,2359.0,401400.00000000006,-1701520.0,-36.73
sohna road,0.38,2.0,602.0,68400.00000000001,-311990.0,-38.45
sector 2,1.51,3.0,1738.0,271800.00000000006,-1163745.0,-36.96
sector 41,4.25,2.0,1620.0,765000.0000000001,-3091179.0,-35.62
sector 50,9.8,4.0,3240.0,1764000.0000000002,-7084521.0,-35.48
sector 28,6.0,3.0,2983.0,1080000.0000000002,-4391246.0,-35.76
sector 23,5.0,4.0,3078.0,900000.0000000001,-3690296.0,-35.96
sector 111,2.65,3.0,2005.0,477000.00000000006,-1980842.0,-36.25
sector 111,2.25,3.0,1538.0,405000.00000000006,-1676222.0,-36.17
sector 69,1.28,3.0,1428.0,230400.00000000003,-986597.0,-36.96
sector 22,1.99,2.0,1285.0,358200.00000000006,-1480646.0,-36.14
sohna road,0.87,3.0,1210.0,156600.00000000003,-686874.0,-37.52
sector 110,0.22,2.0,556.0,39600.00000000001,-196900.0,-40.51
sector 43,1.35,3.0,1320.0,243000.00000000003,-1030799.0,-36.74
sector 71,1.15,3.0,1541.0,207000.00000000003,-900305.0,-37.33
sector 56,2.0,4.0,2081.0,360000.00000000006,-1525909.0,-36.73
sector 113,1.35,2.0,1090.0,243000.00000000003,-1019759.0,-36.49
sector 76,3.35,3.0,2111.0,603000.0000000001,-2479788.0,-36.03
sohna road,0.71,2.0,1154.0,127800.00000000001,-571304.0,-37.97
dwarka expressway,1.65,3.0,3094.0,297000.00000000006,-1327604.0,-37.97
sector 70,1.55,3.0,1527.0,279000.00000000006,-1181837.0,-36.71
sector 85,1.2,2.0,1380.0,216000.00000000003,-927852.0,-37.04
sector 37d,1.55,4.0,2100.0,279000.00000000006,-1209341.0,-37.25
sector 68,1.15,2.0,1127.0,207000.00000000003,-880433.0,-36.81
sector 54,1.75,4.0,1900.0,315000.00000000006,-1340843.0,-36.82
