sector,price,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sector 110,3.7,3077.0,666000.0000000001,-2773084.0,-36.31
sector 48,5.75,2592.0,1035000.0000000001,-4196100.0,-35.7
gwal pahari,7.5,9050.0,1350000.0000000002,-5740727.0,-36.8
sector 104,1.05,2000.0,189000.00000000003,-851786.0,-38.16
sector 60,18.02,6390.0,3243600.0000000005,-13035016.0,-35.5
sector 66,1.45,1082.0,261000.00000000003,-1089926.0,-36.38
sector 83,1.75,1549.0,315000.00000000006,-1323995.0,-36.53
sector 31,3.5,1449.0,630000.0000000001,-2553838.0,-35.7
sector 103,0.5,750.0,90000.00000000001,-403755.0,-38.05
sector 103,1.34,1725.0,241200.00000000003,-1043184.0,-37.2
sector 109,6.15,2250.0,1107000.0000000002,-4461888.0,-35.56
sector 92,1.5,1738.0,270000.00000000006,-1156689.0,-36.97
sohna road,0.29,743.0,52200.00000000001,-255262.0,-40.11
sector 67,4.75,3200.0,855000.0000000001,-3519774.0,-36.05
sector 69,1.7,1819.0,306000.00000000006,-1301680.0,-36.81
sector 33,10.0,4950.0,1800000.0000000002,-7307703.0,-35.73
sector 99,0.32,601.0,57600.00000000001,-269611.0,-39.06
sector 83,1.05,1588.0,189000.00000000003,-832010.0,-37.61
sector 17,2.98,1449.0,536400.0000000001,-2186973.0,-35.83
sector 92,0.45,646.0,81000.00000000001,-363488.0,-38.06
sector 53,4.8,2895.0,864000.0000000001,-3540409.0,-35.94
sector 66,12.0,3240.0,2160000.0000000005,-8636644.0,-35.38
sector 82,0.86,1234.0,154800.00000000003,-680971.0,-37.59
sector 95,0.36,717.0,64800.00000000001,-303400.0,-39.07
sector 23,2.9,2500.0,522000.00000000006,-2180980.0,-36.39
sector 54,6.75,2455.0,1215000.0000000002,-4895035.0,-35.55
sector 95,0.32,563.0,57600.00000000001,-267787.0,-38.9
sector 40,5.0,2367.0,900000.0000000001,-3656168.0,-35.74
sector 102,2.2,1186.0,396000.00000000006,-1624051.0,-35.96
sector 49,3.6,3356.0,648000.0000000001,-2715925.0,-36.46
sector 63,1.5,2385.0,270000.00000000006,-1187745.0,-37.59
sector 90,1.79,2461.0,322200.00000000006,-1395991.0,-37.24
sector 89,1.28,1611.0,230400.00000000003,-995381.0,-37.17
sector 46,2.4,900.0,432000.00000000006,-1751425.0,-35.7
sohna road,0.9,1275.0,162000.00000000003,-711159.0,-37.54
sector 7,0.95,450.0,171000.00000000003,-706835.0,-36.14
sector 49,2.64,2252.0,475200.00000000006,-1985643.0,-36.39
sector 39,15.0,4500.0,2700000.0000000005,-10813655.0,-35.42
sector 26,8.1,2295.0,1458000.0000000002,-5839793.0,-35.42
sector 70,1.75,1527.0,315000.00000000006,-1322939.0,-36.51
sector 50,6.8,2160.0,1224000.0000000002,-4916150.0,-35.48
sector 103,0.88,1232.0,158400.00000000003,-694985.0,-37.53
sector 69,1.68,1819.0,302400.00000000006,-1287569.0,-36.83
sector 4,0.5,540.0,90000.00000000001,-393675.0,-37.46
sector 92,0.56,1316.0,100800.00000000003,-473254.0,-39.13
sector 14,4.6,2250.0,828000.0000000001,-3368347.0,-35.78
sector 69,1.19,1500.0,214200.00000000003,-926557.0,-37.2
sector 105,0.35,556.0,63000.00000000001,-288617.0,-38.55
sector 26,13.5,4518.0,2430000.0000000005,-9756253.0,-35.47
sector 102,1.75,1757.0,315000.00000000006,-1333979.0,-36.7
sector 113,2.51,1696.0,451800.0,-1867239.0,-36.14
sector 33,11.75,5056.0,2115000.0000000005,-8547434.0,-35.63
sector 83,1.15,1607.0,207000.00000000003,-903473.0,-37.41
sector 81,0.45,664.0,81000.00000000001,-364352.0,-38.12
sector 108,2.28,2515.0,410400.0,-1744283.0,-36.79
sector 43,11.0,4050.0,1980000.0000000002,-7970013.0,-35.53
sector 27,4.25,1350.0,765000.0000000001,-3078219.0,-35.53
sector 26,4.6,3771.0,828000.0000000001,-3441355.0,-36.27
sector 81,0.87,1300.0,156600.00000000003,-691194.0,-37.67
sector 33,1.9,2143.0,342000.00000000006,-1458334.0,-36.87
sector 95,2.0,1964.0,360000.00000000006,-1520293.0,-36.64
sector 24,4.5,1350.0,810000.0000000001,-3254596.0,-35.49
sector 69,1.4,1428.0,252000.00000000003,-1071258.0,-36.79
sector 50,7.35,1760.0,1323000.0000000002,-5284981.0,-35.36
sector 81,2.4,1800.0,432000.00000000006,-1794625.0,-36.26
sector 70a,1.66,1900.0,298800.00000000006,-1277347.0,-36.92
sector 83,1.42,1972.0,255600.00000000003,-1111481.0,-37.32
sector 86,0.74,1231.0,133200.00000000003,-596166.0,-38.0
sector 65,3.5,2282.0,630000.0000000001,-2593822.0,-36.05
sector 12,0.35,905.0,63000.00000000001,-305369.0,-39.89
sector 108,0.95,1649.0,171000.00000000003,-764387.0,-37.97
sector 28,7.0,2488.0,1260000.0000000002,-5072996.0,-35.54
sector 77,0.99,1126.0,178200.00000000003,-767503.0,-37.1
sector 48,1.86,2199.0,334800.00000000006,-1432801.0,-36.95
sector 84,2.2,3108.0,396000.00000000006,-1716307.0,-37.24
sohna road,0.32,744.000768,57600.00000000001,-276475.0,-39.66
sector 43,8.49,2700.0,1528200.0000000002,-6134382.0,-35.47
sector 4,0.75,640.0,135000.00000000003,-574853.0,-36.83
sector 71,1.4,1958.0,252000.00000000003,-1096698.0,-37.34
sector 79,0.9,1295.0,162000.00000000003,-712119.0,-37.58
sector 108,2.1,1250.0,378000.00000000006,-1556572.0,-36.06
sector 77,1.65,1765.0,297000.00000000006,-1263812.0,-36.82
sector 70a,4.6,2610.0,828000.0000000001,-3385627.0,-35.89
sector 47,1.8,2857.0,324000.00000000006,-1422055.0,-37.54
sector 54,3.75,1440.0,675000.0000000001,-2729784.0,-35.64
sector 104,0.9,1259.0,162000.00000000003,-710391.0,-37.52
sector 65,1.42,1010.0,255600.00000000003,-1065305.0,-36.34
sector 37,1.05,1738.0,189000.00000000003,-839210.0,-37.81
sector 106,1.2,1186.0,216000.00000000003,-918540.0,-36.8
sector 113,3.05,2150.0,549000.0000000001,-2270006.0,-36.15
sector 66,4.6,2882.0,828000.0000000001,-3398683.0,-35.98
manesar,1.5,2135.0,270000.00000000006,-1175745.0,-37.36
dwarka expressway,0.85,600.0,153000.00000000003,-643484.0,-36.54
sector 33,8.0,4500.0,1440000.0000000002,-5875082.0,-35.84
sector 70,1.8,1765.0,324000.00000000006,-1369639.0,-36.66
sector 14,3.4,2250.0,612000.0000000001,-2521735.0,-36.07
sector 104,2.63,2953.0,473400.00000000006,-2012236.0,-36.79
sector 28,1.35,1109.0,243000.00000000003,-1020671.0,-36.51
sector 61,3.6,2580.0,648000.0000000001,-2678677.0,-36.15
sector 23,0.55,995.0,99000.00000000001,-450791.0,-38.41
sector 5,0.3,750.0,54000.00000000001,-262653.0,-39.98
sector 107,1.01,1200.0,181800.00000000003,-785165.0,-37.16
sector 92,1.9,1920.0,342000.00000000006,-1447630.0,-36.69
sector 83,1.25,1654.0,225000.00000000003,-976280.0,-37.27
sector 60,3.8,2791.0,684000.0000000001,-2829907.0,-36.17
sector 4,1.9,211.0,342000.00000000006,-1365598.0,-35.35
sector 68,1.08,1130.0,194400.00000000003,-831191.0,-36.93
sector 111,9.0,8000.0,1620000.0000000002,-6748593.0,-36.32
sector 50,12.0,3240.0,2160000.0000000005,-8636644.0,-35.38
sector 106,1.42,2131.0,255600.00000000003,-1119113.0,-37.48
sector 38,8.0,3123.0,1440000.0000000002,-5808986.0,-35.58
sector 67,2.32,1764.0,417600.00000000006,-1736456.0,-36.28
sector 10,2.3,3951.0,414000.00000000006,-1827322.0,-37.67
sohna road,0.91,1599.0,163800.00000000003,-733766.0,-38.02
sector 25,10.75,3600.0,1935000.0000000002,-7772036.0,-35.48
sohna road,0.21,500.0,37800.00000000001,-187157.0,-40.41
sector 4,5.0,4950.0,900000.0000000001,-3780152.0,-36.51
sector 56,2.05,2667.0,369000.00000000006,-1589312.0,-37.1
sector 83,1.33,2193.0,239400.00000000003,-1058593.0,-37.71
sector 2,2.95,1845.0,531000.0000000001,-2184815.0,-36.04
sector 85,1.85,2179.0,333000.00000000006,-1424786.0,-36.94
sector 71,0.95,1200.0,171000.00000000003,-742835.0,-37.3
sector 70,1.15,1222.0,207000.00000000003,-884993.0,-36.93
sector 39,1.7,900.0,306000.00000000006,-1257568.0,-36.01
sector 67a,1.62,1346.0,291600.00000000006,-1222535.0,-36.47
sector 22,2.4,1200.0,432000.00000000006,-1765825.0,-35.89
sector 90,1.21,1929.0,217800.00000000003,-961259.0,-37.67
sector 85,1.3,1406.0,234000.00000000003,-999651.0,-36.91
sector 89,1.3,2122.0,234000.00000000003,-1034019.0,-37.7
sector 70,1.67,1527.0,300600.00000000006,-1266498.0,-36.59
sector 82,1.0,1299.0,180000.00000000003,-782862.0,-37.33
gwal pahari,5.9,4842.0,1062000.0000000002,-4409927.0,-36.25
sector 109,6.0,2430.0,1080000.0000000002,-4364702.0,-35.63
manesar,0.9,2321.0,162000.00000000003,-761367.0,-39.16
sector 90,1.54,2200.0,277200.00000000006,-1207086.0,-37.35
sector 69,2.95,1800.0,531000.0000000001,-2182655.0,-36.02
sector 23,4.0,2430.0,720000.0000000001,-2953681.0,-35.97
sector 68,1.9,2288.0,342000.00000000006,-1465294.0,-36.98
sector 81,1.35,1989.0,243000.00000000003,-1062911.0,-37.46
sohna road,1.1,1319.0,198000.00000000003,-854373.0,-37.14
sector 82,1.38,2294.0,248400.0,-1098716.0,-37.72
sector 86,1.35,1746.0,243000.00000000003,-1051247.0,-37.2
sector 108,1.02,1283.0,183600.00000000003,-796205.0,-37.26
sector 86,1.54,2139.0,277200.00000000006,-1204158.0,-37.3
sector 90,1.65,1900.0,297000.00000000006,-1270292.0,-36.94
sector 51,1.7,1773.0,306000.00000000006,-1299472.0,-36.77
sector 2,4.99,2642.0,898200.0000000001,-3662312.0,-35.83
sector 83,1.15,1588.0,207000.00000000003,-902561.0,-37.39
sector 37d,1.35,1600.0,243000.00000000003,-1044239.0,-37.05
sector 61,1.7,1244.0,306000.00000000006,-1274080.0,-36.31
sohna road,0.36,522.0,64800.00000000001,-294040.0,-38.32
dwarka expressway,1.08,1758.0,194400.00000000003,-861335.0,-37.76
sector 65,5.0,2800.0,900000.0000000001,-3676952.0,-35.87
sohna road,0.83,1244.0,149400.00000000003,-660286.0,-37.7
sector 61,2.1,1592.0,378000.00000000006,-1572988.0,-36.3
sector 79,1.25,1154.0,225000.00000000003,-952280.0,-36.69
sector 104,2.65,2898.0,477000.00000000006,-2023706.0,-36.75
sector 85,1.1,1173.0,198000.00000000003,-847365.0,-36.95
sector 70a,4.02,5500.0,723600.0,-3115151.0,-37.09
sector 57,3.75,1620.0,675000.0000000001,-2738424.0,-35.71
sector 84,0.85,1158.0,153000.00000000003,-670268.0,-37.5
sector 6,0.5,600.0,90000.00000000001,-396555.0,-37.63
sector 92,0.79,1175.0,142200.00000000003,-628753.0,-37.71
sector 88a,1.75,1306.0,315000.00000000006,-1312331.0,-36.33
sector 85,2.2,2545.0,396000.00000000006,-1689283.0,-36.87
sector 9,0.35,360.0,63000.00000000001,-279209.0,-37.77
sector 84,0.36,531.0,64800.00000000001,-294472.0,-38.36
sector 28,6.2,2000.0,1116000.0000000002,-4485164.0,-35.5
sector 57,8.0,2700.0,1440000.0000000002,-5788682.0,-35.5
sector 72,3.2,2600.0,576000.0000000001,-2397433.0,-36.3
sector 106,1.05,1539.0,189000.00000000003,-829658.0,-37.54
sector 37d,1.72,1373.0,309600.00000000006,-1294382.0,-36.41
sector 86,1.55,1500.0,279000.00000000006,-1180541.0,-36.69
sector 89,1.7,1944.0,306000.00000000006,-1307680.0,-36.92
sector 95,0.37,716.0,66600.00000000001,-310407.0,-38.96
sector 106,0.46,778.0,82800.00000000001,-376879.0,-38.4
sector 37d,0.68,644.0,122400.00000000003,-525659.0,-37.03
sohna road,0.95,1131.0,171000.00000000003,-739523.0,-37.19
sector 90,1.19,1562.0,214200.00000000003,-929533.0,-37.27
sohna road,0.32,577.0,57600.00000000001,-268459.0,-38.96
sector 89,0.97,1103.0,174600.00000000003,-752289.0,-37.11
sector 50,6.5,3000.0,1170000.0000000002,-4744817.0,-35.7
sector 108,0.85,1500.0,153000.00000000003,-686684.0,-38.06
sector 82,0.94,1299.0,169200.00000000003,-740532.0,-37.47
sector 84,0.73,1026.0,131400.00000000003,-579271.0,-37.64
sector 7,2.25,1440.0,405000.00000000006,-1671518.0,-36.11
sector 37d,1.8,1983.0,324000.00000000006,-1380103.0,-36.84
sector 33,1.15,103.0,207000.00000000003,-831281.0,-35.48
sector 69,1.0,1826.0,180000.00000000003,-808158.0,-38.07
sector 102,1.9,1605.0,342000.00000000006,-1432510.0,-36.45
sohna road,0.42,564.0,75600.00000000001,-338386.0,-38.0
sector 107,0.25,318.0,45000.00000000001,-206642.0,-38.61
sector 2,5.6,3240.0,1008000.0000000001,-4121378.0,-35.89
sector 26,5.8,1800.0,1044000.0000000001,-4193360.0,-35.48
sector 6,0.38,944.0,68400.00000000001,-328406.0,-39.67
sector 65,1.9,1358.0,342000.00000000006,-1420654.0,-36.26
sector 92,1.25,2040.0,225000.00000000003,-994808.0,-37.71
sector 89,1.2,1064.0,216000.00000000003,-912684.0,-36.65
sector 102,1.95,2334.0,351000.00000000006,-1502777.0,-36.96
sector 81,2.3,1893.0,414000.00000000006,-1728538.0,-36.38
sector 70a,1.18,1400.0,212400.00000000003,-914702.0,-37.1
sector 104,1.25,1669.0,225000.00000000003,-977000.0,-37.29
sector 81,2.26,1900.0,406800.0,-1700653.0,-36.41
sector 102,2.4,1957.0,432000.00000000006,-1802161.0,-36.36
manesar,0.75,1502.0,135000.00000000003,-616229.0,-38.46
sector 108,2.15,4600.0,387000.00000000006,-1752647.0,-38.28
sector 90,1.25,2861.0,225000.00000000003,-1034216.0,-38.63
sector 70,1.65,1765.0,297000.00000000006,-1263812.0,-36.82
sector 37d,0.9,1185.0,162000.00000000003,-706839.0,-37.4
sector 85,1.14,1604.0,205200.0,-896274.0,-37.43
sector 26,15.0,4500.0,2700000.0000000005,-10813655.0,-35.42
sector 79,1.72,2050.0,309600.00000000006,-1326878.0,-36.98
sector 71,0.55,600.0,99000.00000000001,-431831.0,-37.39
sector 21,1.6,120.0,288000.00000000006,-1149576.0,-35.34
sector 61,1.9,1137.0,342000.00000000006,-1410046.0,-36.08
sector 84,0.84,1561.0,151200.00000000003,-682557.0,-38.2
sector 103,2.0,2416.0,360000.00000000006,-1541989.0,-36.97
sector 3,0.8,1000.0,144000.00000000003,-627408.0,-37.37
sector 102,2.61,2200.0,469800.00000000006,-1961982.0,-36.38
sector 95,0.4,661.0,72000.00000000001,-328932.0,-38.48
sector 92,0.78,846.0,140400.00000000003,-605906.0,-37.14
sector 2,2.9,1557.0,522000.00000000006,-2135716.0,-35.91
sector 66,1.32,1048.0,237600.00000000003,-996578.0,-36.48
sector 113,2.35,1930.0,423000.00000000006,-1765589.0,-36.37
sector 91,0.87,1148.0,156600.00000000003,-683898.0,-37.42
sector 56,0.6,543.0,108000.00000000001,-464370.0,-37.06
sector 108,2.33,1711.0,419400.00000000006,-1740967.0,-36.24
sector 112,5.6,3655.35,1008000.0000000001,-4141315.0,-36.0
sector 108,0.7,1505.0,126000.00000000001,-581097.0,-38.71
sector 111,3.7,2650.0,666000.0000000001,-2752588.0,-36.14
sector 80,1.4,1922.0,252000.00000000003,-1094970.0,-37.3
sector 77,1.09,1833.0,196200.00000000003,-871990.0,-37.83
sector 85,1.08,1200.0,194400.00000000003,-834551.0,-37.02
sector 109,1.3,1701.0,234000.00000000003,-1013811.0,-37.24
sector 77,0.92,1602.0,165600.00000000003,-740965.0,-37.99
sector 41,1.65,1200.0,297000.00000000006,-1236692.0,-36.31
sector 67a,0.56,778.0,100800.00000000003,-447430.0,-37.8
sector 60,3.0,2400.0,540000.0000000001,-2246731.0,-36.29
sector 33,1.2,1492.0,216000.00000000003,-933228.0,-37.17
sector 37,1.2,1647.0,216000.00000000003,-940668.0,-37.36
sector 72,4.0,2701.0,720000.0000000001,-2966689.0,-36.07
sector 7,0.45,900.0,81000.00000000001,-375680.0,-38.84
sector 84,0.9,1833.0,162000.00000000003,-737943.0,-38.41
sector 106,1.2,1145.0,216000.00000000003,-916572.0,-36.75
sector 109,1.6,3008.0,288000.00000000006,-1288200.0,-37.98
sector 48,15.0,7444.0,2700000.0000000005,-10954967.0,-35.72
sector 2,1.02,1281.0,183600.00000000003,-796109.0,-37.26
sector 102,1.55,1315.0,279000.00000000006,-1171661.0,-36.51
sector 85,1.25,1730.0,225000.00000000003,-979928.0,-37.36
sector 68,1.7,1809.0,306000.00000000006,-1301200.0,-36.8
sector 89,0.9,1105.0,162000.00000000003,-702999.0,-37.27
sector 67,2.9,2047.0,522000.00000000006,-2159236.0,-36.16
sector 38,2.1,900.0,378000.00000000006,-1539772.0,-35.81
sector 86,1.3,1747.0,234000.00000000003,-1016019.0,-37.29
sector 108,0.9,1161.0,162000.00000000003,-705687.0,-37.36
sector 85,0.9,1575.0,162000.00000000003,-725559.0,-38.02
sector 52,1.45,1800.0,261000.00000000003,-1124390.0,-37.1
sector 83,1.05,1468.0,189000.00000000003,-826250.0,-37.45
sector 113,3.72,2956.0,669600.0000000001,-2781386.0,-36.26
sector 81,4.4,3700.0,792000.0000000001,-3296845.0,-36.31
sohna road,0.3,743.0,54000.00000000001,-262317.0,-39.95
sector 7,1.95,1440.0,351000.00000000006,-1459865.0,-36.29
sector 50,3.1,2450.0,558000.0000000001,-2319682.0,-36.28
sector 82a,3.85,5140.0,693000.0000000001,-2977935.0,-37.04
sector 107,0.51,717.0,91800.00000000001,-409226.0,-37.9
sector 85,2.1,2545.0,378000.00000000006,-1618732.0,-36.96
sector 79,1.25,1656.0,225000.00000000003,-976376.0,-37.27
sohna road,0.99,1045.0,178200.00000000003,-763615.0,-36.98
sector 88a,1.15,1380.0,207000.00000000003,-892577.0,-37.13
sector 53,6.02,2892.0,1083600.0,-4400988.0,-35.74
sector 2,0.4,583.0,72000.00000000001,-325188.0,-38.21
sector 12,0.38,900.0,68400.00000000001,-326294.0,-39.51
sector 37,1.05,1500.0,189000.00000000003,-827786.0,-37.49
sector 88a,1.38,2296.0,248400.0,-1098812.0,-37.72
sector 76,1.08,1774.0,194400.00000000003,-862103.0,-37.78
sector 12,0.53,995.0,95400.00000000001,-436680.0,-38.53
sector 83,1.05,1618.0,189000.00000000003,-833450.0,-37.65
sector 92,1.07,2040.0,192600.00000000003,-867816.0,-38.16
sector 108,1.2,1550.0,216000.00000000003,-936012.0,-37.24
sector 90,1.29,1817.0,232200.00000000003,-1012324.0,-37.38
sector 70a,1.68,1900.0,302400.00000000006,-1291457.0,-36.9
sector 81,0.31,366.0,55800.00000000001,-251276.0,-38.14
sector 81,2.22,2407.0,399600.0000000001,-1696769.0,-36.77
sector 83,1.18,1618.0,212400.00000000003,-925166.0,-37.36
sector 104,0.62,900.0,111600.00000000001,-495616.0,-37.82
sector 108,1.2,1275.53,216000.00000000003,-922838.0,-36.91
sohna road,0.26,640.0,46800.00000000001,-229153.0,-40.14
sector 99,1.15,1235.0,207000.00000000003,-885617.0,-36.94
sector 106,3.9,2450.0,702000.0000000001,-2884090.0,-36.0
sector 102,1.95,1465.0,351000.00000000006,-1461065.0,-36.31
sector 92,0.82,1221.18,147600.0,-652135.0,-37.7
sector 65,4.7,2380.0,846000.0000000001,-3445138.0,-35.8
sector 95,0.38,716.0,68400.00000000001,-317462.0,-38.86
sector 109,5.9,2430.0,1062000.0000000002,-4294151.0,-35.64
sector 67,3.4,2134.0,612000.0000000001,-2516167.0,-36.02
sector 107,0.3,544.0,54000.00000000001,-252765.0,-39.06
sector 85,1.25,1426.0,225000.00000000003,-965336.0,-37.01
sector 84,0.6,1086.0,108000.00000000001,-490434.0,-38.34
sector 43,7.85,2700.0,1413000.0000000002,-5682856.0,-35.51
sector 107,0.35,608.0,63000.00000000001,-291113.0,-38.75
sector 33,1.25,1385.0,225000.00000000003,-963368.0,-36.96
sector 69,1.55,1428.0,279000.00000000006,-1177085.0,-36.62
sector 7,1.75,1575.0,315000.00000000006,-1325243.0,-36.55
sector 69,1.66,1783.0,298800.00000000006,-1271731.0,-36.82
sector 85,2.2,2390.0,396000.00000000006,-1681843.0,-36.77
sector 107,1.32,1758.0,237600.00000000003,-1030658.0,-37.26
sector 86,2.2,1747.0,396000.00000000006,-1650979.0,-36.34
sector 82a,0.75,1000.0,135000.00000000003,-592133.0,-37.52
sector 90,0.85,1679.0,153000.00000000003,-695276.0,-38.36
sector 52,0.29,278.0,52200.00000000001,-232942.0,-37.93
sector 105,0.42,1111.0,75600.00000000001,-364642.0,-39.78
sector 74,1.47,1281.0,264600.00000000006,-1113588.0,-36.56
sector 55,1.64,1620.0,295200.0,-1249797.0,-36.7
sector 79,1.45,1578.0,261000.00000000003,-1113734.0,-36.88
sector 85,1.18,1420.0,212400.00000000003,-915662.0,-37.12
sector 71,1.2,1466.0,216000.00000000003,-931980.0,-37.14
sector 109,1.68,1579.0,302400.00000000006,-1276049.0,-36.62
sector 92,0.8,1893.0,144000.00000000003,-670272.0,-38.93
sector 79,1.9,1946.0,342000.00000000006,-1448878.0,-36.71
sector 12,2.0,1350.0,360000.00000000006,-1490821.0,-36.19
sector 86,1.55,1900.0,279000.00000000006,-1199741.0,-37.06
sector 105,1.3,1125.0,234000.00000000003,-986163.0,-36.59
sector 37,0.55,669.0,99000.00000000001,-435143.0,-37.57
sector 84,1.35,1750.0,243000.00000000003,-1051439.0,-37.21
sector 63a,3.5,1350.0,630000.0000000001,-2549086.0,-35.65
sector 45,2.25,3194.0,405000.00000000006,-1755710.0,-37.25
sector 4,0.67,76.0,120600.00000000001,-491340.0,-35.81
sector 65,2.5,1493.0,450000.00000000006,-1850440.0,-36.02
sector 70,2.0,2172.0,360000.00000000006,-1530277.0,-36.79
sector 66,2.7,2501.0,486000.00000000006,-2039926.0,-36.5
sector 79,2.69,2152.0,484200.00000000006,-2016119.0,-36.31
sector 72,3.3,2185.0,594000.0000000001,-2448064.0,-36.08
sector 109,1.8,2000.0,324000.00000000006,-1380919.0,-36.85
sector 86,1.72,1746.0,309600.00000000006,-1312286.0,-36.73
sector 85,1.15,1380.0,207000.00000000003,-892577.0,-37.13
sector 2,0.95,1100.0,171000.00000000003,-738035.0,-37.15
sector 108,1.6,1500.29,288000.00000000006,-1215830.0,-36.63
sector 70a,1.27,1449.0,228600.00000000003,-980550.0,-37.0
sector 70,1.66,1527.0,298800.00000000006,-1259443.0,-36.6
sector 66,3.0,2100.0,540000.0000000001,-2232331.0,-36.15
sector 113,1.65,1420.0,297000.00000000006,-1247252.0,-36.51
sector 70,1.3,1865.0,234000.00000000003,-1021683.0,-37.42
sector 79,1.25,1212.0,225000.00000000003,-955064.0,-36.76
sohna road,0.45,590.0,81000.00000000001,-360800.0,-37.89
sector 56,1.35,1275.0,243000.00000000003,-1028639.0,-36.7
sector 85,1.17,1660.0,210600.00000000003,-920127.0,-37.43
sector 7,1.35,330.0,243000.00000000003,-983279.0,-35.65
sohna road,6.25,9000.0,1125000.0000000002,-4856439.0,-37.15
sector 81,0.6,1000.0,108000.00000000001,-486306.0,-38.14
sector 86,0.67,1231.0,120600.00000000001,-546780.0,-38.3
sector 104,1.5,1403.0,270000.00000000006,-1140609.0,-36.65
sector 66,8.8,2115.0,1584000.0000000002,-6325011.0,-35.35
sector 54,1.55,2000.0,279000.00000000006,-1204541.0,-37.15
sector 74,1.52,1250.0,273600.00000000006,-1147376.0,-36.48
sector 89,1.14,1581.0,205200.0,-895170.0,-37.4
sector 69,1.7,1819.0,306000.00000000006,-1301680.0,-36.81
sector 110,3.4,3000.0,612000.0000000001,-2557735.0,-36.4
sector 50,6.8,2160.0,1224000.0000000002,-4916150.0,-35.48
sector 103,1.9,3716.0,342000.00000000006,-1533838.0,-38.05
sector 5,1.0,1500.0,180000.00000000003,-792510.0,-37.61
gwal pahari,0.56,1028.0,100800.00000000003,-459430.0,-38.43
sohna road,0.55,828.0,99000.00000000001,-442775.0,-37.98
sector 81,2.25,2090.0,405000.00000000006,-1702718.0,-36.54
sector 109,5.5,2430.0,990000.0000000001,-4011947.0,-35.69
sector 28,6.0,2700.0,1080000.0000000002,-4377662.0,-35.69
